League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Bulgaria First League,2023-06-05,12:30:00,5,OFK Pirin,Spartak Varna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria First League,2023-06-05,12:30:00,5,Hebar 1918,Beroe,2.15,3.32,3.46,1.07,7.5,1.36,3.0,2.2,1.6,3.74,1.25,7.0,1.08,1.85,1.91
Bulgaria First League,2023-06-05,12:30:00,5,Septemvri Sofia,Botev Vratsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Republic of Ireland Premier Division,2023-06-05,13:00:00,19,Cork City,Bohemians,3.62,3.64,1.99,1.04,11.0,1.25,3.6,1.81,2.0,2.85,1.36,5.25,1.13,1.7,2.0
Republic of Ireland Premier Division,2023-06-05,13:00:00,19,Dundalk,UCD,1.34,5.0,9.3,1.04,10.5,1.25,3.6,1.81,2.0,2.85,1.37,5.25,1.14,2.15,1.61
Sweden Allsvenskan,2023-06-05,14:00:00,11,Varberg,Häcken,4.25,3.6,1.67,1.02,20.5,1.17,5.1,1.61,2.15,2.22,1.58,4.05,1.25,1.75,2.0
Republic of Ireland Premier Division,2023-06-05,14:00:00,19,Sligo Rovers,Shamrock Rovers,3.36,3.4,2.16,1.06,8.0,1.33,3.1,2.05,1.77,3.6,1.25,6.5,1.1,1.78,1.9
Egypt Egyptian Premier League,2023-06-05,14:00:00,30,Zamalek,Al Ittihad,1.89,3.44,4.2,1.03,8.2,1.3,3.08,2.06,1.76,3.34,1.26,6.35,1.07,1.92,1.79
Egypt Egyptian Premier League,2023-06-05,14:00:00,30,Al Masry,Al Ahly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria Bundesliga,2023-06-05,14:00:00,0,Wolfsberger AC,Austria Lustenau,1.87,3.9,3.72,0.0,0.0,0.0,0.0,1.71,2.14,0.0,0.0,0.0,0.0,0.0,0.0
Sweden Allsvenskan,2023-06-05,14:10:00,11,Malmö FF,Degerfors,1.26,6.2,10.0,1.01,26.0,1.13,6.0,1.4,2.67,2.12,1.72,3.5,1.3,2.05,1.7
Argentina Prim B Nacional,2023-06-05,14:30:00,17,Club Atlético Mitre,Deportivo Madryn,1.97,3.24,4.2,1.07,6.4,1.52,2.36,2.56,1.45,4.8,1.13,9.7,1.01,2.19,1.63
Republic of Ireland Premier Division,2023-06-05,14:45:00,19,St Patrick's Athl.,Derry City,2.7,3.34,2.58,1.06,8.0,1.33,3.1,2.05,1.77,3.75,1.25,6.5,1.1,1.75,1.93
Republic of Ireland Premier Division,2023-06-05,15:45:00,19,Shelbourne,Drogheda United,1.88,3.58,4.1,1.07,7.5,1.33,3.1,2.05,1.77,3.75,1.25,6.5,1.1,1.87,1.82
Argentina Prim B Nacional,2023-06-05,17:45:00,17,Atlanta,Brown de Adrogué,2.25,3.13,3.44,1.12,5.5,1.53,2.33,2.69,1.41,5.25,1.13,11.5,1.03,2.23,1.62
Uruguay Primera División,2023-06-05,18:00:00,1,Deportivo Maldonado,Fénix,2.15,3.2,3.2,1.08,7.0,1.36,3.0,2.06,1.68,3.75,1.25,7.0,1.08,1.83,1.83
Bolivia LFPB,2023-06-05,20:00:00,16,Guabirá,Universitario de Vinto,2.23,3.42,3.17,1.04,10.5,1.28,3.3,1.99,1.82,3.25,1.28,6.5,1.1,1.68,2.05
Brazil Serie A,2023-06-05,20:00:00,9,Vasco da Gama,Flamengo,3.75,3.6,2.0,1.05,11.0,1.3,3.4,1.95,1.85,3.5,1.3,6.5,1.1,1.8,1.95
Brazil Serie D,2023-06-05,20:00:00,5,Trem,Princesa Solimões,2.5,3.2,2.5,1.06,9.3,1.32,2.98,2.1,1.7,3.56,1.23,6.85,1.07,1.8,1.96
Brazil Serie C,2023-06-05,20:00:00,6,São Bernardo,Figueirense,1.59,3.68,5.6,1.08,7.0,1.4,2.75,2.16,1.68,4.0,1.22,7.5,1.07,2.3,1.55
Uruguay Primera División,2023-06-05,20:15:00,1,Torque,Defensor Sporting,3.22,3.3,2.1,1.06,8.75,1.31,3.46,1.87,1.83,3.47,1.31,6.78,1.11,1.73,2.0
Ecuador Primera Categoría Serie A,2023-06-05,21:00:00,13,Deportivo Cuenca,Delfin SC,1.99,3.52,3.52,1.02,9.0,1.25,3.55,1.86,1.88,3.1,1.28,6.0,1.08,1.83,1.83
Ecuador Primera Categoría Serie A,2023-06-05,21:00:00,13,Deportivo Cuenca,Delfin SC,1.99,3.52,3.52,1.02,9.0,1.25,3.55,1.86,1.88,3.1,1.28,6.0,1.08,1.83,1.83
Argentina Prim B Nacional,2023-06-05,21:20:00,17,Racing Córdoba,Quilmes,2.71,3.13,2.72,1.09,6.75,1.46,2.5,2.35,1.53,4.65,1.15,9.5,1.05,2.06,1.73
